PreXwwylmG23hnheZ__zGw,40.78114899999999920510,-73.98726299999999866941,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
KvVpitc2A3TGm62WMnWezA,40.78121199999999646479,-73.98720199999999636020,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
z2NHNmEClTbKyRHYDy3SrA,40.78108699999999942065,-73.98732300000000350337,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
qsl5om--I0kZi23Usl3loA,40.78127500000000082991,-73.98714100000000826185,36.000000,0.000000,0.000000,0.000000,0.000000,manhattan
zy6cLa1Vj1mQMaoKQUpDQQ,40.78102499999999963620,-73.98738399999999160173,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
MKtN-miE7D8Sn7XSV6FZDg,40.78133799999999808961,-73.98707900000000847740,36.000000,0.000000,0.000000,0.000000,0.000000,manhattan
XETBvcvgMGXy98zM0aUxIA,40.78096200000000237651,-73.98744399999999643569,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
eEvh4QrtVyvQjJI6BT7NlA,40.78140100000000245473,-73.98701700000000869295,36.000000,1.000000,0.000000,0.000000,0.000000,manhattan
XSqq-fNLRumeAB_mWOcoqg,40.78090000000000259206,-73.98750499999999874490,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
C5cKCYx-sJC60-vkOxIGUA,40.78146399999999971442,-73.98695600000000638374,36.000000,1.000000,0.000000,0.000000,0.000000,manhattan
ttmEjmYpMpUuU5rKxKBDtQ,40.78083900000000028285,-73.98756400000000610362,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
qVQOKyetuYkPjcMrPgVRSA,40.78152700000000407954,-73.98689399999999238844,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
PHLnPXkKg6lMTsoNDiqCVw,40.78077700000000049840,-73.98762299999999925149,35.000000,0.000000,0.000000,0.000000,0.000000,manhattan
W5qHz8RB540bCB0mZoIL0Q,40.78159000000000133923,-73.98683400000000176533,34.000000,0.000000,0.000000,0.000000,0.000000,manhattan
8915v3hjpC7kz_c5qugSzw,40.78071599999999818920,-73.98768100000000913496,34.000000,0.000000,0.000000,0.000000,0.000000,manhattan
usR8sESazS4f1rKiJIXxPw,40.78149699999999455713,-73.98680000000000234195,29.000000,1.000000,0.000000,0.000000,0.000000,manhattan
8QIeofp-Ql-EfvJtY_YI2A,40.78172199999999492093,-73.98671999999999115971,30.000000,0.000000,0.000000,1.000000,0.000000,manhattan
lRAycEeukH-IupvtSja-GA,40.78065399999999840475,-73.98773900000000480759,34.000000,0.000000,0.000000,0.000000,0.000000,manhattan
NFGgkW5pl6SNlkuSvReP2w,40.78144000000000346517,-73.98683900000000335240,28.000000,1.000000,0.000000,0.000000,0.000000,manhattan
L94_6lzcrN34WTYaK0RZrQ,40.78179000000000087311,-73.98666700000001128501,30.000000,0.000000,0.000000,1.000000,0.000000,manhattan
6wZdZyWckoedGblEQ6rKcw,40.78059299999999609554,-73.98779499999999131887,33.000000,0.000000,0.000000,0.000000,0.000000,manhattan
FQF4emWeFI5rzGgh620bGg,40.78136800000000050659,-73.98688800000000753698,27.000000,1.000000,0.000000,0.000000,0.000000,manhattan
y8vTcIjWbs1ioXWaBxlNrw,40.78185900000000430055,-73.98661400000000298860,29.000000,0.000000,0.000000,0.000000,0.000000,manhattan
UiS37gOWKtwddzvRxh5yIw,40.78053200000000089176,-73.98784999999999456577,33.000000,0.000000,0.000000,0.000000,0.000000,manhattan
ydVSl66WE8d0ejFrtdd2pg,40.78129500000000007276,-73.98693900000000667205,28.000000,0.000000,0.000000,0.000000,0.000000,manhattan
gZo8zWTCrSZEPrYCETZZ6w,40.78192800000000062255,-73.98656200000000637829,28.000000,0.000000,0.000000,0.000000,0.000000,manhattan
0BxQg7RoyZd-RS85ayO10w,40.78047099999999858255,-73.98790400000000033742,32.000000,0.000000,0.000000,0.000000,0.000000,manhattan
ZpRr1Vh21OjK_1wQNfYF0A,40.78120900000000403907,-73.98700300000000140699,31.000000,0.000000,0.000000,0.000000,0.000000,manhattan
rw_ldzCS8Ss-B2uPQbdHww,40.78199800000000152522,-73.98651099999999303236,28.000000,0.000000,0.000000,0.000000,0.000000,manhattan
5itoawYR0V4MeaAOINQ6eQ,40.78040999999999627335,-73.98795699999999442298,32.000000,0.000000,0.000000,0.000000,0.000000,manhattan
ruymbvoKYmWAUqQki9eJ4w,40.78114199999999556212,-73.98705600000000970340,28.000000,0.000000,0.000000,0.000000,0.000000,manhattan
3o_RhRV5QIlznHXWasGMUQ,40.78206800000000242790,-73.98645999999999389729,28.000000,0.000000,0.000000,0.000000,0.000000,manhattan
p423zXT2JFC555yhL2QEQg,40.78028499999999922920,-73.98806100000000185446,31.000000,0.000000,0.000000,0.000000,0.000000,manhattan
lVE0Z6W76wNp0OD0QFI8aQ,40.78104299999999682314,-73.98710799999999210286,7.000000,0.000000,0.000000,0.000000,0.000000,manhattan
GxH75XfloMnhhV7eGkaf5w,40.78213900000000080581,-73.98640899999999476222,28.000000,0.000000,0.000000,0.000000,0.000000,manhattan
lRvanwUumC6FM4Ra8FsuHQ,40.78021999999999991360,-73.98811200000000098953,30.000000,0.000000,0.000000,0.000000,0.000000,manhattan
cv2dLvpkTHA0SUX21pQLbA,40.78094699999999761530,-73.98710900000000378895,351.000000,0.000000,0.000000,1.000000,0.000000,manhattan
n4CDizIQ7fyz4dvynwSCpw,40.78220900000000170849,-73.98635699999999815191,28.000000,0.000000,0.000000,0.000000,0.000000,manhattan
