r5DqC1wcUi2Lw6T4GvUxwQ,40.43782000000000209639,-79.93335100000000181808,212.000000,0.000000,0.000000,0.000000,0.000000,pittsburgh
tB8FDAVr21hPNQzUlkFwNA,40.43778300000000314185,-79.93289799999999445390,291.000000,1.000000,1.000000,0.000000,0.000000,pittsburgh
XT0SfJ69DraxYwFZRbu1BQ,40.43775300000000072487,-79.93346400000000073760,248.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
9z-gz6woL6qhvOfXERRwxg,40.43785399999999441434,-79.93332700000000556884,200.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
zWXRaqUSm1umEv7Cva-4cg,40.43774899999999661304,-79.93272199999999827469,277.000000,1.000000,1.000000,0.000000,1.000000,pittsburgh
xrAxUJdNUmmtrhJr5Xr3tg,40.43773400000000606269,-79.93361299999999403099,266.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
SdsqAzCYiqySm8HZadDMSg,40.43795699999999726515,-79.93331899999999734518,165.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
MNbTIrvwYttzJGCAxWWjlQ,40.43774600000000418731,-79.93266500000000007731,273.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
irQhUbJCvDBG8LrqxeEjHA,40.43772799999999989495,-79.93375799999999742340,269.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
YeXyrKZJ7HdcagRwdaBbKA,40.43801799999999957436,-79.93334799999999518150,152.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
zkoW1ZxJwhhJ8wRXaEoLpg,40.43774600000000418731,-79.93255600000000526961,268.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
n7e8Y4c7ig4oMq_eB7t6SA,40.43772500000000036380,-79.93390200000000334057,270.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
STFp_UXqSh7-9DSpX4RvgA,40.43808099999999683405,-79.93339799999999684132,146.000000,0.000000,0.000000,1.000000,1.000000,pittsburgh
zpQ2an9KBhmtt0sWNBrDdA,40.43775000000000119371,-79.93245100000000036289,267.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
crq4npOr4M4gc7v653GizQ,40.43772399999999578313,-79.93397299999999461306,270.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
CUzU1eZrJYgUS0fp3I0dvg,40.43814899999999568081,-79.93346099999999410102,146.000000,0.000000,0.000000,1.000000,1.000000,pittsburgh
VjSGRCOVxfF3DezZw9-3CQ,40.43775499999999567535,-79.93234499999999798092,266.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
scLvPENGzVRYLTVrUYGedA,40.43772399999999578313,-79.93410799999999483134,272.000000,1.000000,0.000000,0.000000,0.000000,pittsburgh
w74i-BJGAv__CKsQh0QpoQ,40.43822600000000022646,-79.93353000000000463388,146.000000,0.000000,0.000000,1.000000,1.000000,pittsburgh
6vwWRb6Idq8B6eF887Gy2Q,40.43776199999999931833,-79.93223299999999653664,266.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
rdUNgjwrax2qovreexpLWg,40.43765499999999946112,-79.93407700000000204454,126.000000,0.000000,0.000000,1.000000,0.000000,pittsburgh
YzEbFV8FtlvptvFWxhKbmw,40.43772500000000036380,-79.93417399999999872762,272.000000,1.000000,0.000000,1.000000,0.000000,pittsburgh
Fg_h6LhdcCeWwOFBagkcnA,40.43830599999999719785,-79.93360300000000506770,146.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
YEi3KYIm7-3za-PfJRxAug,40.43777000000000043656,-79.93211700000000519140,265.000000,0.000000,1.000000,0.000000,0.000000,pittsburgh
Z2428qrsD2hVudc-pF7ekw,40.43756400000000184036,-79.93403200000000197178,173.000000,0.000000,0.000000,1.000000,1.000000,pittsburgh
-5Y0mLdfxB3EJ7RRJ0Jbyg,40.43772500000000036380,-79.93423900000000514865,272.000000,1.000000,0.000000,1.000000,0.000000,pittsburgh
STW_av0ZkyHwahjiPxej7Q,40.43834700000000026421,-79.93363999999999691681,146.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
HnI3CQVzA4qnDIxOmSOUgA,40.43831300000000084083,-79.93345500000000924956,28.000000,0.000000,1.000000,0.000000,0.000000,pittsburgh
rcFpD4k-H408nmWuYcLbrA,40.43777800000000155478,-79.93199799999999299871,266.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
ZN0OEW4vLd84T4uUyyNyDA,40.43745300000000497676,-79.93401300000000730961,171.000000,0.000000,0.000000,1.000000,1.000000,pittsburgh
s_sB1vColGgehXQwNHl-aA,40.43772500000000036380,-79.93435699999999144438,271.000000,0.000000,0.000000,1.000000,0.000000,pittsburgh
qyZAbzUM-rCQrNMzianlMA,40.43842800000000181626,-79.93371399999999482588,146.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
cZEi1bSAqO2fQY9VVOhIEg,40.43836399999999997590,-79.93332800000000304408,73.000000,0.000000,1.000000,1.000000,1.000000,pittsburgh
l_fjmJKS_eiKqFVComOYJw,40.43778700000000014825,-79.93187900000000922773,266.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
c6xIUfqhpi_N5GQDB00adA,40.43736200000000025057,-79.93399100000000601085,169.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
kXIXwl6ggGhHKma-H29hQA,40.43772299999999830789,-79.93446899999999288866,270.000000,0.000000,0.000000,1.000000,0.000000,pittsburgh
ctbbKWVCGCtVY7Hd4V6QEw,40.43850799999999878764,-79.93378900000000442105,145.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
RXX_x1D-5zZGR1puVvKwwA,40.43837899999999763168,-79.93325400000000513501,75.000000,0.000000,1.000000,1.000000,1.000000,pittsburgh
g0WZ1Ut6fs6VDABWu_5JTA,40.43779500000000126647,-79.93175800000000208456,266.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
cvNHMptkfTsI7Hq5Adc5Mg,40.43727800000000627278,-79.93397099999999966258,169.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
mm3G-EuLSxLZN-4dgnssOg,40.43773499999999643251,-79.93444399999999916417,141.000000,1.000000,0.000000,1.000000,0.000000,pittsburgh
tQmV__a9lWPuon5d7-81iQ,40.43771999999999877673,-79.93453000000000940872,269.000000,0.000000,0.000000,1.000000,0.000000,pittsburgh
tE1ZC1hpCicqy7tvZPHQuA,40.43858699999999828378,-79.93386300000000233013,145.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
IN0Zm_7AqLsONBDtBsJGHg,40.43840399999999846159,-79.93312699999999892952,75.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
h9cGpau2mOZDLQzJ0EpudQ,40.43780300000000238470,-79.93163599999999746615,267.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
5uSokG8wZ1ow3nf7K-GRpA,40.43719799999999509055,-79.93394999999999583906,169.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
i-pDlDf0fOvDYC_C6v2IsQ,40.43780800000000397176,-79.93446299999999382635,227.000000,0.000000,0.000000,1.000000,0.000000,pittsburgh
3wI5QeY1jFe6eEnh5nZNBw,40.43771199999999765851,-79.93465999999999382908,266.000000,0.000000,0.000000,1.000000,0.000000,pittsburgh
Ka-kyrT8V2-Y2KFqTk-YoA,40.43862599999999929423,-79.93389899999999670399,145.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
SyYOASQu-7gDgGSdlpD9Hg,40.43842800000000181626,-79.93300899999999842294,75.000000,0.000000,1.000000,0.000000,0.000000,pittsburgh
sUpGgfo-mEziMamsJioUBA,40.43780999999999892225,-79.93151299999999537249,267.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
dEPaw81idHpxfjP7wF5jaQ,40.43708699999999822694,-79.93392299999999295324,168.000000,1.000000,0.000000,0.000000,1.000000,pittsburgh
lpJN7NJbZAQ-aRMrJ1eekQ,40.43802000000000163027,-79.93437400000000536693,35.000000,1.000000,0.000000,1.000000,1.000000,pittsburgh
CP-cW11wXeanEcNh6CAl7g,40.43769900000000205864,-79.93479200000000162163,263.000000,0.000000,0.000000,0.000000,0.000000,pittsburgh
3zpIyB0gwz-jH_kM66LO1Q,40.43866500000000030468,-79.93393499999999107786,145.000000,0.000000,0.000000,1.000000,1.000000,pittsburgh
Ud9f5D-MT4SoT5O2o-YCfg,40.43845200000000517093,-79.93289300000000707769,74.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
jkxcK-V-bjhvk7pil5Dq1w,40.43781800000000004047,-79.93138899999999580359,266.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
NFHdY7A-NWi-0VQ9MjVzwg,40.43704199999999815418,-79.93384199999999850661,104.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
UH4mJUpBSpZRj7MNku8yZQ,40.43700399999999461897,-79.93386800000000391719,202.000000,0.000000,0.000000,0.000000,1.000000,pittsburgh
0Qp9BhxOvYVzf7YODBdYhw,40.43808400000000347063,-79.93433000000000276941,19.000000,1.000000,0.000000,1.000000,1.000000,pittsburgh
xkilGCSS8dX1ZmnC6aRbLQ,40.43768099999999776628,-79.93491699999999866577,260.000000,0.000000,0.000000,0.000000,0.000000,pittsburgh
4oX5BMO-JXktwyniru65Eg,40.43874399999999980082,-79.93400900000000319778,146.000000,0.000000,0.000000,1.000000,1.000000,pittsburgh
sOmA63HMbwCPwkICbDfGgg,40.43847699999999889542,-79.93277799999999899683,75.000000,0.000000,1.000000,0.000000,1.000000,pittsburgh
