dFbip4uo7CNu86y52Axc5g,40.73485200000000361342,-73.99070700000000044838,224.000000,1.000000,0.000000,1.000000,1.000000,13.000000,manhattan
_dlEF8O77LTsFm2G9m7EiA,40.73481500000000465889,-73.99074600000000145883,217.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
thHNT6bNnDbhk-v_XGQFxA,40.73488499999999845613,-73.99066299999999785086,230.000000,1.000000,0.000000,1.000000,1.000000,13.000000,manhattan
bD6KuUjg14nNhuRUa3v9kw,40.73479999999999989768,-73.99074000000000239652,122.000000,1.000000,1.000000,1.000000,0.000000,7.000000,manhattan
cy2OJnJJFLgScEARzdvLcA,40.73477600000000364844,-73.99078000000000088221,212.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
O7F1cgzFe0XlOk_oogCV7g,40.73483699999999885222,-73.99081300000000283035,122.000000,1.000000,1.000000,1.000000,0.000000,7.000000,manhattan
yP-w0bVlzAiQWa1Xt6zdjw,40.73491400000000339787,-73.99061700000000030286,234.000000,1.000000,0.000000,1.000000,0.000000,5.000000,manhattan
voRwxfZTi9_9KxZswVR9sA,40.73477199999999953661,-73.99068100000000924865,120.000000,1.000000,1.000000,1.000000,0.000000,7.000000,manhattan
Wcrr1r-IAljTX0OGsucqIQ,40.73468900000000303407,-73.99083100000000001728,200.000000,0.000000,1.000000,1.000000,1.000000,14.000000,manhattan
et41kVVkQSmrjB83mZhxGw,40.73486900000000332511,-73.99088399999999410284,118.000000,1.000000,1.000000,0.000000,0.000000,3.000000,manhattan
Vvy-e1K2zH8NCBdCZorLAQ,40.73498899999999878219,-73.99047699999999849751,237.000000,1.000000,0.000000,1.000000,0.000000,5.000000,manhattan
ciNlGrGVUFwIEbK6FPgOLg,40.73472399999999993270,-73.99057500000000686668,119.000000,1.000000,1.000000,1.000000,0.000000,7.000000,manhattan
KjZCI6R7eT8GTM8Op_UxlA,40.73460099999999783904,-73.99085999999999785359,193.000000,0.000000,0.000000,1.000000,1.000000,12.000000,manhattan
JRquPKgarQERv-R66WtMQQ,40.73491299999999881720,-73.99099300000000312139,118.000000,1.000000,1.000000,1.000000,0.000000,7.000000,manhattan
QStORAJhSx2ybJXOJhiEjA,40.73501500000000419277,-73.99042800000000852378,236.000000,1.000000,0.000000,0.000000,0.000000,1.000000,manhattan
LaiSEQqSd0Xhaww5PpaqQQ,40.73470199999999863394,-73.99052299999999604552,119.000000,1.000000,1.000000,1.000000,0.000000,7.000000,manhattan
QaHErPmQVsLmOevNBPPr_A,40.73451400000000433010,-73.99088100000000167711,190.000000,0.000000,0.000000,1.000000,1.000000,12.000000,manhattan
EHEmO2A2BxGx2hc0Dbrohw,40.73496099999999842112,-73.99110899999999446663,118.000000,1.000000,0.000000,1.000000,1.000000,13.000000,manhattan
D3chm3INktEdQmqvI0drfg,40.73504099999999539250,-73.99037800000000686396,234.000000,1.000000,0.000000,0.000000,0.000000,1.000000,manhattan
jC2O0paGnKhSQqthG4V8yQ,40.73465800000000314185,-73.99042400000000441196,119.000000,1.000000,0.000000,1.000000,0.000000,5.000000,manhattan
eck5N6McDIhchNb6ygazeQ,40.73438499999999606871,-73.99090300000000297587,185.000000,0.000000,0.000000,0.000000,0.000000,0.000000,manhattan
tWwgg5bwEee8YEY2EJS8xQ,40.73498400000000430055,-73.99116600000000687487,118.000000,0.000000,0.000000,1.000000,1.000000,12.000000,manhattan
F8nRlLiAitQAE6t-VrA77w,40.73509699999999611464,-73.99028400000000260661,230.000000,1.000000,1.000000,0.000000,0.000000,3.000000,manhattan
rzRqii31MfKSO7FSZmdDtg,40.73461500000000512500,-73.99032800000000520413,119.000000,1.000000,0.000000,1.000000,0.000000,5.000000,manhattan
lFK5gUkXeN4-GZnMkJ7AfA,40.73426699999999556212,-73.99091999999998847670,189.000000,0.000000,0.000000,0.000000,0.000000,0.000000,manhattan
s2UWSHfiJ4IVRG7tOfz5uQ,40.73500800000000054979,-73.99122599999999749798,117.000000,0.000000,0.000000,1.000000,1.000000,12.000000,manhattan
h-DWeV8yIHMo2kkayOUx9A,40.73516699999999701731,-73.99018800000000339878,222.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
jfudd0Otk7oZdUsNJ-Ow-g,40.73457100000000252749,-73.99022700000000440923,119.000000,1.000000,0.000000,0.000000,0.000000,1.000000,manhattan
gffHR39E5xttIH4Di03uAQ,40.73417500000000046612,-73.99093799999999987449,189.000000,1.000000,1.000000,0.000000,0.000000,3.000000,manhattan
bA2sm3UW8utJH0Kx4cXoOQ,40.73505300000000062255,-73.99134300000000052933,116.000000,1.000000,0.000000,1.000000,1.000000,13.000000,manhattan
efPx1iuXNILUehQALROO6w,40.73520700000000260843,-73.99014300000000332602,219.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
Md8t_6V51HcJn1WDetod4g,40.73452199999999834290,-73.99011400000000548971,119.000000,1.000000,0.000000,1.000000,1.000000,13.000000,manhattan
NIiUtglAlrubuRVuoKzhlQ,40.73408599999999779584,-73.99095400000000211094,188.000000,1.000000,1.000000,0.000000,1.000000,11.000000,manhattan
wccRVD42GqYq-xBOBcRt2w,40.73508799999999752117,-73.99143599999999310057,115.000000,1.000000,0.000000,1.000000,1.000000,13.000000,manhattan
AAL3ggDMhYgEu2FKwTvtgA,40.73532199999999647844,-73.99003600000000346881,212.000000,0.000000,1.000000,1.000000,1.000000,14.000000,manhattan
7BZquAesoAoqr1atjVxdtg,40.73449399999999798183,-73.99004899999999906868,119.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
BzNnejyVH8tPSXZrIkvwLQ,40.73399200000000064392,-73.99097299999999677311,191.000000,0.000000,1.000000,0.000000,1.000000,10.000000,manhattan
06Fkf6pBqUIFd8pQjxiWIg,40.73510699999999928878,-73.99148900000000139698,115.000000,1.000000,1.000000,1.000000,0.000000,7.000000,manhattan
QtItoIvl0y0Lk77N16OrJA,40.73535700000000048249,-73.99000900000000058299,211.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
Fe9TBadrB6cLBQlAo-GqDw,40.73444400000000342743,-73.98993099999999856209,118.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
Vrv0eBL0ZpUXwHxeo4p5-g,40.73402399999999801139,-73.99101000000000283308,302.000000,0.000000,1.000000,1.000000,1.000000,14.000000,manhattan
TV56iHiwdKQ8ZYZG18Ozvg,40.73399500000000017508,-73.99094699999999136253,302.000000,0.000000,1.000000,0.000000,1.000000,10.000000,manhattan
GD-M-RMmFCe44OOuCfrB7g,40.73394400000000104001,-73.99098499999999489773,192.000000,0.000000,1.000000,1.000000,1.000000,14.000000,manhattan
TzfHqv7ZSf1iz88Ar9dmxw,40.73514999999999730562,-73.99166499999999757620,65.000000,1.000000,1.000000,1.000000,1.000000,15.000000,manhattan
FjiTRCuH95Iv6SJVpE6Gyg,40.73534799999999478359,-73.98998299999999517240,273.000000,1.000000,0.000000,1.000000,1.000000,13.000000,manhattan
oeZrWA18MPzqILDrs-trFg,40.73543000000000091632,-73.98995200000000238560,211.000000,1.000000,0.000000,0.000000,1.000000,9.000000,manhattan
